Date,Maximum_Temperature,Minimun_Temperature,Average_Temperature,Rainfall,water_Discharge
2021-01-22,25.3,4.2,14.75,0.0,246.39999999999995
2021-01-23,16.5,3.8,10.15,0.0,295.58
2021-01-24,20.0,2.5,11.25,0.0,287.18
2021-01-25,21.0,2.0,11.5,0.0,252.4
2021-01-26,23.0,1.4,12.2,0.0,185.94599999999997
2021-01-27,22.8,1.4,12.1,0.0,185.94599999999997
2021-01-28,22.7,1.7,12.2,0.0,164.26600000000002
2021-01-29,22.0,1.5,11.75,0.0,172.86
2021-01-30,23.0,2.0,12.5,0.0,149.22600000000003
2021-01-31,23.0,1.8,12.4,0.0,165.06599999999997
2021-02-01,22.0,2.8,12.4,0.0,214.18
2021-02-02,23.5,6.3,14.9,0.0,238.0
2021-02-03,22.5,6.2,14.35,0.0,368.52
2021-02-04,20.5,7.0,13.75,0.0,228.68
2021-02-05,20.7,4.2,12.45,0.0,300.08000000000004
2021-02-06,20.0,4.7,12.35,0.0,268.71999999999997
2021-02-07,22.0,5.1,13.55,0.0,318.79999999999995
2021-02-08,24.0,5.5,14.75,0.0,313.08000000000004
2021-02-09,24.5,7.5,16.0,0.0,301.78
2021-02-10,25.0,7.0,16.0,0.0,190.7
2021-02-11,26.3,7.0,16.65,0.0,264.48
2021-02-12,26.7,7.0,16.85,0.0,263.58000000000004
2021-02-13,27.5,7.5,17.5,0.0,315.7
2021-02-14,26.6,8.6,17.6,0.0,284.54999999999995
2021-02-15,26.8,7.0,16.9,0.0,189.4
2021-02-16,28.5,8.0,18.25,0.0,234.82
2021-02-17,28.5,7.5,18.0,0.0,241.24
2021-02-18,28.3,8.0,18.15,0.0,258.28000000000003
2021-02-19,26.8,8.0,17.4,0.0,246.92000000000002
2021-02-20,24.5,8.7,16.6,0.0,292.47999999999996
2021-02-21,24.5,9.5,17.0,0.0,427.7799999999999
2021-02-22,27.2,9.4,18.3,0.05,181.8
2021-02-23,25.0,11.2,18.1,13.2,996.8400000000001
2021-02-24,25.5,11.5,18.5,0.0,427.6719999999999
2021-02-25,26.5,13.0,19.75,6.0,456.12
2021-02-26,23.4,13.0,18.2,1.0,184.1
2021-02-27,23.6,11.4,17.5,3.0,694.7
2021-02-28,26.0,8.3,17.15,0.0,292.2
2021-03-01,27.0,8.0,17.5,0.0,259.2
2021-03-02,27.7,8.5,18.1,0.0,321.41999999999996
2021-03-03,28.2,9.0,18.6,0.0,304.0
2021-03-04,30.3,9.6,19.95,0.0,253.94
2021-03-05,29.2,10.7,19.95,0.0,152.4
2021-03-06,31.0,10.5,20.75,0.0,350.32
2021-03-07,26.8,12.5,19.65,1.9,511.9799999999999
2021-03-08,26.7,13.7,20.2,0.0,258.826
2021-03-09,28.0,13.0,20.5,0.0,909.9399999999999
2021-03-10,29.0,13.5,21.25,0.0,405.75999999999993
2021-03-11,27.4,15.8,21.6,0.05,715.76
2021-03-12,21.5,14.8,18.15,2.0,556.36
2021-03-13,25.0,15.0,20.0,0.0,208.5
2021-03-14,26.6,14.7,20.65,3.8,542.78
2021-03-15,22.8,13.5,18.15,1.0,268.03999999999996
2021-03-16,26.5,14.5,20.5,0.0,329.506
2021-03-17,29.0,14.0,21.5,0.0,246.71999999999997
2021-03-18,30.5,13.8,22.15,0.0,352.4
2021-03-19,29.0,13.2,21.1,0.0,625.5199999999999
2021-03-20,32.8,15.2,24.0,0.05,512.12
2021-03-21,32.3,18.2,25.25,0.4,445.14000000000004
2021-03-22,22.5,15.0,18.75,1.0,614.76
2021-03-23,19.5,12.0,15.75,41.4,983.3400000000001
2021-03-24,16.1,9.7,12.9,27.0,1582.0
2021-03-25,23.5,11.0,17.25,0.0,300.65600000000006
2021-03-26,26.5,13.5,20.0,0.0,347.52799999999996
2021-03-27,29.9,15.5,22.7,0.0,614.48
2021-03-28,30.7,17.7,24.2,0.05,486.52
2021-03-29,31.5,19.5,25.5,0.0,1168.54
2021-03-30,31.8,19.0,25.4,0.5,1088.9
2021-03-31,31.5,20.0,25.75,0.0,787.0
2021-04-01,31.4,20.0,25.7,0.0,1152.02
2021-04-02,30.0,19.0,24.5,0.0,495.5
2021-04-03,31.3,11.5,21.4,0.0,646.8
2021-04-04,30.8,15.5,23.15,0.0,818.3199999999999
2021-04-05,29.5,16.0,22.75,1.0,883.9
2021-04-06,28.5,15.0,21.75,0.05,1034.54
2021-04-07,29.4,12.8,21.1,2.0,487.35999999999996
2021-04-08,27.4,13.0,20.2,0.0,379.5
2021-04-09,31.0,12.0,21.5,0.0,705.5799999999999
2021-04-10,31.0,17.0,24.0,0.05,567.8
2021-04-11,33.3,18.0,25.65,1.0,778.92
2021-04-12,30.5,15.2,22.85,0.0,303.2
2021-04-13,33.5,19.5,26.5,0.0,448.18
2021-04-14,33.5,18.0,25.75,0.0,788.12
2021-04-15,32.4,16.3,24.35,10.0,412.0
2021-04-16,26.8,17.4,22.1,1.0,720.8399999999999
2021-04-17,27.8,17.5,22.65,3.2,986.32
2021-04-18,26.0,17.0,21.5,2.0,1153.44
2021-04-19,27.4,15.0,21.2,0.0,722.4
2021-04-20,31.0,17.5,24.25,0.0,497.34
2021-04-21,29.5,15.5,22.5,0.0,1019.74
2021-04-22,30.5,17.5,24.0,0.0,473.53999999999996
2021-04-23,32.5,13.0,22.75,0.0,424.1
2021-04-24,31.4,14.8,23.1,0.0,473.37999999999994
2021-04-25,33.0,15.6,24.3,0.0,844.54
2021-04-26,37.0,17.0,27.0,0.0,906.6200000000001
2021-04-27,38.4,20.8,29.6,0.0,519.6
2021-04-28,37.6,20.3,28.950000000000003,0.0,1029.3200000000002
2021-04-29,38.0,21.5,29.75,0.05,1150.6
2021-04-30,38.5,21.5,30.0,0.0,1594.8
2021-05-01,38.4,21.3,29.85,0.0,1321.92
2021-05-02,37.4,23.5,30.45,0.0,1225.4
2021-05-03,38.0,22.0,30.0,0.0,1485.2
2021-05-04,38.7,22.5,30.6,0.0,1077.0
2021-05-05,38.6,19.7,29.15,8.2,1644.8
2021-05-06,30.5,19.0,24.75,1.0,718.1600000000001
2021-05-07,32.7,20.0,26.35,0.0,862.0600000000001
2021-05-08,35.0,21.0,28.0,0.0,655.1
2021-05-09,35.8,21.7,28.75,0.0,675.58
2021-05-10,37.0,23.0,30.0,0.0,1273.0
2021-05-11,35.7,22.0,28.85,0.0,1101.54
2021-05-12,35.0,21.0,28.0,0.0,655.1
2021-05-13,37.2,20.3,28.75,0.0,1259.3200000000002
2021-05-14,34.5,22.0,28.25,0.0,1170.26
2021-05-15,35.4,21.0,28.2,0.0,365.58000000000004
2021-05-16,34.0,21.0,27.5,0.0,1127.52
2021-05-17,35.0,21.0,28.0,0.05,461.9
2021-05-18,37.0,22.0,29.5,0.0,1069.0
2021-05-19,39.7,24.0,31.85,0.0,1609.4
2021-05-20,38.2,23.6,30.900000000000002,0.0,1246.36
2021-05-21,37.2,19.0,28.1,0.0,1158.0
2021-05-22,37.4,19.2,28.299999999999997,0.0,1130.22
2021-05-23,35.8,21.0,28.4,0.05,423.48
2021-05-24,34.0,20.0,27.0,0.0,932.72
2021-05-25,36.4,19.0,27.7,0.0,640.3
2021-05-26,39.4,20.4,29.9,0.0,725.5
2021-05-27,40.0,21.0,30.5,0.0,1264.76
2021-05-28,40.4,21.0,30.7,0.0,1103.56
2021-05-29,42.2,24.2,33.2,0.0,1427.56
2021-05-30,43.0,24.0,33.5,0.0,1740.8
2021-05-31,41.0,24.8,32.9,0.0,1362.0
2021-06-01,42.4,23.0,32.7,0.0,1743.6
2021-06-02,37.0,25.0,31.0,0.0,728.4000000000001
2021-06-03,37.0,26.0,31.5,0.0,1583.0
2021-06-04,37.7,25.0,31.35,0.0,1202.8
2021-06-05,39.0,27.0,33.0,0.0,1322.3
2021-06-06,40.0,26.0,33.0,0.0,1894.2
2021-06-07,40.5,28.0,34.25,0.0,2021.0
2021-06-08,43.2,28.2,35.7,0.0,2480.2
2021-06-09,45.0,26.0,35.5,0.0,1642.6
2021-06-10,48.0,26.0,37.0,0.0,1634.8
2021-06-11,42.0,27.0,34.5,0.0,2244.0
2021-06-12,43.6,27.0,35.3,0.0,2144.4
2021-06-13,41.2,26.0,33.6,0.0,1884.6
2021-06-14,39.0,25.0,32.0,0.0,1426.52
2021-06-15,37.0,26.0,31.5,0.0,805.46
2021-06-16,38.5,24.8,31.65,0.0,855.26
2021-06-17,39.0,22.0,30.5,0.0,1547.0
2021-06-18,38.0,23.0,30.5,0.0,1297.6
2021-06-19,41.0,23.0,32.0,0.0,1410.2
2021-06-20,42.0,24.0,33.0,0.0,1745.2
2021-06-21,37.2,21.0,29.1,0.0,1210.7400000000002
2021-06-22,39.7,23.4,31.55,0.0,1682.4
2021-06-23,42.0,24.0,33.0,0.0,1745.2
2021-06-24,42.0,24.0,33.0,0.0,1158.0
2021-06-25,41.2,24.5,32.85,0.0,1642.2
2021-06-26,39.2,22.0,30.6,0.0,1509.2
2021-06-27,37.0,23.0,30.0,0.0,1489.3200000000002
2021-06-28,41.0,24.0,32.5,0.05,1186.0
2021-06-29,43.0,25.5,34.25,0.0,1706.8
2021-06-30,43.6,26.5,35.05,0.0,1868.4
2021-07-01,46.0,27.5,36.75,0.0,1877.2
2021-07-02,46.0,26.0,36.0,0.0,1005.0
2021-07-03,42.6,26.0,34.3,0.0,1640.4
2021-07-04,39.4,26.5,32.95,0.0,1414.6
2021-07-05,42.0,22.0,32.0,8.0,1883.06
2021-07-06,38.8,25.0,31.9,0.0,1035.0
2021-07-07,42.5,27.5,35.0,0.0,1937.9
2021-07-08,43.0,26.6,34.8,0.0,1889.0
2021-07-09,42.0,29.0,35.5,0.0,1987.2
2021-07-10,42.0,29.0,35.5,0.0,1034.0
2021-07-11,41.0,29.0,35.0,0.0,1421.0
2021-07-12,41.3,29.7,35.5,0.0,1742.0
2021-07-13,38.2,25.0,31.6,0.8,1657.0
2021-07-14,31.5,26.0,28.75,0.05,1530.92
2021-07-15,31.7,24.5,28.1,1.0,2085.58
2021-07-16,38.8,27.4,33.099999999999994,0.0,1208.84
2021-07-17,40.6,28.6,34.6,0.0,1874.2
2021-07-18,40.0,30.0,35.0,0.0,2004.0
2021-07-19,42.5,27.0,34.75,0.0,1870.8
2021-07-20,34.0,23.0,28.5,36.0,2135.0
2021-07-21,31.0,24.4,27.7,0.05,2091.0
2021-07-22,33.0,25.0,29.0,3.0,1970.0
2021-07-23,38.0,26.5,32.25,0.0,1127.8799999999999
2021-07-24,38.8,27.0,32.9,0.0,1239.98
2021-07-25,40.7,28.5,34.6,0.0,1762.8
2021-07-26,41.0,30.0,35.5,0.0,1665.0
2021-07-27,39.5,28.5,34.0,0.0,1182.0
2021-07-28,33.0,27.4,30.2,0.05,1842.72
2021-07-29,34.0,24.0,29.0,6.0,1644.8400000000001
2021-07-30,35.0,25.0,30.0,21.0,1714.6
2021-07-31,34.5,23.5,29.0,4.0,2014.0
2021-08-01,34.4,25.0,29.7,0.0,844.18
2021-08-02,38.0,26.0,32.0,0.0,1639.8799999999999
2021-08-03,36.5,27.0,31.75,0.0,1677.0
2021-08-04,38.7,24.3,31.5,17.0,1327.2
2021-08-05,36.0,27.0,31.5,0.0,1092.8600000000001
2021-08-06,38.0,24.5,31.25,2.3,1863.8
2021-08-07,35.5,25.4,30.45,0.0,719.8399999999999
2021-08-08,38.0,26.0,32.0,0.0,1068.0
2021-08-09,39.0,23.0,31.0,4.0,1734.56
2021-08-10,36.0,25.0,30.5,0.0,670.3599999999999
2021-08-11,38.0,27.6,32.8,0.0,1561.9
2021-08-12,39.0,28.4,33.7,0.0,885.4
2021-08-13,39.0,28.0,33.5,0.0,1146.96
2021-08-14,38.7,26.5,32.6,0.05,1292.0
2021-08-15,33.8,23.0,28.4,4.0,1092.08
2021-08-16,33.5,22.8,28.15,0.0,939.9
2021-08-17,38.0,25.0,31.5,0.0,1068.98
2021-08-18,38.3,26.5,32.4,0.0,1103.08
2021-08-19,38.4,27.0,32.7,0.0,705.4
2021-08-20,38.5,22.0,30.25,4.0,1516.96
2021-08-21,37.0,23.0,30.0,0.05,1489.3200000000002
2021-08-22,38.5,25.0,31.75,0.0,551.9
2021-08-23,38.4,27.2,32.8,0.0,967.2800000000001
2021-08-24,37.8,27.5,32.65,0.0,1832.78
2021-08-25,39.0,29.0,34.0,0.0,451.4
2021-08-26,40.0,29.0,34.5,0.0,1996.4
2021-08-27,40.0,27.5,33.75,0.0,1288.3
2021-08-28,40.4,26.0,33.2,0.05,1545.8
2021-08-29,35.0,25.0,30.0,0.0,1024.34
2021-08-30,36.5,25.0,30.75,0.0,666.0
2021-08-31,30.5,22.0,26.25,9.5,1446.0
2021-09-01,32.5,22.4,27.45,0.0,875.68
2021-09-02,37.0,24.0,30.5,0.0,602.1
2021-09-03,38.0,24.5,31.25,0.0,1674.2
2021-09-04,39.5,24.5,32.0,0.0,2121.8
2021-09-05,37.2,25.6,31.400000000000002,0.0,1665.0
2021-09-06,37.0,27.0,32.0,0.0,1122.8600000000001
2021-09-07,38.6,27.4,33.0,0.0,399.2
2021-09-08,39.0,27.0,33.0,0.0,1322.3
2021-09-09,29.0,23.0,26.0,31.0,2346.0
2021-09-10,33.0,25.0,29.0,0.05,1375.2
2021-09-11,33.5,23.5,28.5,3.0,661.4
2021-09-12,34.0,24.0,29.0,3.0,1207.82
2021-09-13,34.6,24.0,29.3,0.0,777.7
2021-09-14,36.0,24.5,30.25,0.0,861.4
2021-09-15,38.0,26.0,32.0,0.0,1639.8799999999999
2021-09-16,37.8,26.0,31.9,0.0,479.2
2021-09-17,38.0,25.5,31.75,0.0,1258.98
2021-09-18,38.0,27.0,32.5,0.0,1283.0
2021-09-19,37.2,27.0,32.1,0.0,1162.46
2021-09-20,37.5,27.5,32.5,0.0,469.7
2021-09-21,36.5,25.0,30.75,0.05,954.18
2021-09-22,36.0,24.0,30.0,0.0,442.36
2021-09-23,36.0,22.0,29.0,0.0,509.7
2021-09-24,35.0,24.0,29.5,0.0,711.96
2021-09-25,36.2,24.0,30.1,0.0,1057.7400000000002
2021-09-26,37.4,24.0,30.7,0.0,800.1800000000001
2021-09-27,37.0,25.0,31.0,0.0,728.4000000000001
2021-09-28,37.4,25.0,31.2,0.0,935.78
2021-09-29,37.7,25.0,31.35,0.0,387.8
2021-09-30,37.0,25.0,31.0,0.0,728.4000000000001
2021-10-01,35.5,26.0,30.75,0.0,1092.02
2021-10-02,34.4,23.6,29.0,0.0,1010.1
2021-10-03,33.0,24.0,28.5,0.0,1236.9199999999998
2021-10-04,34.0,23.5,28.75,0.0,446.5
2021-10-05,34.6,18.6,26.6,5.0,570.6
2021-10-06,33.0,21.0,27.0,0.0,602.0200000000001
2021-10-07,35.0,21.0,28.0,0.0,655.1
2021-10-08,35.2,21.0,28.1,0.0,372.46
2021-10-09,35.5,20.5,28.0,0.0,918.9400000000002
2021-10-10,35.0,22.0,28.5,0.0,896.5
2021-10-11,31.5,19.5,25.5,1.0,257.3
2021-10-12,32.8,18.0,25.4,0.0,842.6600000000001
2021-10-13,34.5,15.4,24.95,0.0,613.3399999999999
2021-10-14,36.0,15.0,25.5,0.0,228.9
2021-10-15,36.5,13.5,25.0,0.0,255.2
2021-10-16,37.0,14.0,25.5,0.0,350.56000000000006
2021-10-17,34.2,15.0,24.6,0.0,423.3
2021-10-18,33.0,17.0,25.0,0.0,901.86
2021-10-19,32.0,15.5,23.75,0.0,563.58
2021-10-20,34.6,15.5,25.05,0.0,151.3
2021-10-21,33.7,16.0,24.85,0.0,592.4399999999999
2021-10-22,33.0,17.0,25.0,0.0,901.86
2021-10-23,29.8,11.6,20.7,0.05,487.46000000000004
2021-10-24,30.3,13.3,21.8,0.0,298.28
2021-10-25,21.0,10.0,15.5,1.0,185.7
2021-10-26,27.0,11.5,19.25,0.0,473.52
2021-10-27,27.5,12.5,20.0,0.0,311.16
2021-10-28,30.4,10.0,20.2,0.0,253.94
2021-10-29,29.6,10.6,20.1,0.0,210.44
2021-10-30,28.5,11.0,19.75,0.0,484.74000000000007
2021-10-31,31.5,9.5,20.5,0.0,216.06000000000003
2021-11-01,31.0,10.0,20.5,0.0,242.0
2021-11-02,28.0,10.0,19.0,0.0,218.13999999999996
2021-11-03,29.0,11.0,20.0,0.0,412.122
2021-11-04,27.5,11.5,19.5,0.0,425.58000000000004
2021-11-05,25.7,12.0,18.85,0.0,501.7900000000001
2021-11-06,24.7,10.0,17.35,0.0,279.15999999999997
2021-11-07,29.0,9.0,19.0,0.0,267.48
2021-11-08,29.0,10.0,19.5,0.0,237.9
2021-11-09,30.0,9.4,19.7,0.0,192.64000000000001
2021-11-10,28.2,9.5,18.85,0.0,365.08000000000004
2021-11-11,27.7,9.0,18.35,0.0,219.0
2021-11-12,29.7,8.7,19.2,0.0,253.51999999999998
2021-11-13,29.2,7.5,18.35,0.0,261.94
2021-11-14,27.7,7.5,17.6,0.0,234.48000000000002
2021-11-15,25.3,6.0,15.65,0.0,273.76
2021-11-16,27.0,6.0,16.5,0.0,190.78000000000003
2021-11-17,26.7,5.4,16.05,0.0,186.3
2021-11-18,23.6,6.7,15.15,0.0,295.56000000000006
2021-11-19,24.0,5.0,14.5,0.0,242.76
2021-11-20,25.5,5.5,15.5,0.0,287.6
2021-11-21,24.0,5.0,14.5,0.0,242.76
2021-11-22,26.0,5.3,15.65,0.0,240.67999999999998
2021-11-23,28.0,6.0,17.0,0.0,183.6
2021-11-24,25.5,6.5,16.0,0.0,262.14
2021-11-25,23.4,6.5,14.95,0.0,274.8
2021-11-26,25.0,6.0,15.5,0.0,264.8
2021-11-27,24.6,6.7,15.65,0.0,275.6
2021-11-28,22.5,7.0,14.75,0.0,254.08
2021-11-29,22.4,7.0,14.7,0.0,152.9
2021-11-30,23.0,6.0,14.5,0.0,271.9
2021-12-01,25.5,5.4,15.45,0.0,280.9
2021-12-02,22.0,5.0,13.5,0.0,314.14
2021-12-03,24.0,4.0,14.0,0.0,252.22000000000003
2021-12-04,24.4,4.0,14.2,0.0,250.92
2021-12-05,25.0,6.0,15.5,0.0,264.8
2021-12-06,20.5,7.5,14.0,0.0,189.7
2021-12-07,24.0,5.5,14.75,0.0,313.08000000000004
2021-12-08,24.5,4.5,14.5,0.0,222.66000000000003
2021-12-09,24.8,4.0,14.4,0.0,236.40000000000003
2021-12-10,24.5,2.5,13.5,0.0,210.78000000000003
2021-12-11,25.2,1.5,13.35,0.0,188.78000000000003
2021-12-12,23.8,1.6,12.700000000000001,0.0,217.08
2021-12-13,19.0,1.0,10.0,0.0,290.56000000000006
2021-12-14,18.3,1.0,9.65,0.0,272.21999999999997
2021-12-15,16.5,1.7,9.1,0.0,161.8
2021-12-16,18.5,2.5,10.5,0.0,182.5
2021-12-17,19.0,1.0,10.0,0.0,290.56000000000006
2021-12-18,18.2,0.0,9.1,0.0,278.84000000000003
2021-12-19,20.5,-0.7,9.9,0.0,247.0
2021-12-20,20.5,-0.2,10.15,0.0,179.3
2021-12-21,20.0,1.0,10.5,0.0,225.95999999999998
2021-12-22,18.6,1.8,10.200000000000001,0.0,240.56
2021-12-23,18.7,4.3,11.5,0.0,200.1
2021-12-24,22.5,5.0,13.75,0.0,307.38
2021-12-25,23.0,4.0,13.5,0.0,309.56
2021-12-26,19.5,5.0,12.25,0.0,243.66000000000003
2021-12-27,15.8,8.6,12.2,0.4,324.43999999999994
2021-12-28,14.8,3.0,8.9,0.0,236.6
2021-12-29,20.0,2.0,11.0,0.0,217.7
2021-12-30,20.0,2.5,11.25,0.0,287.18
2021-12-31,20.0,2.8,11.4,0.0,258.76
2022-01-01,4.0,4.0,4.0,0.0,258.65999999999997
2022-01-02,3.0,3.0,3.0,0.0,274.97999999999996
2022-01-03,3.5,3.5,3.5,0.0,232.5
2022-01-04,8.0,8.0,8.0,11.0,286.62
2022-01-05,7.8,7.8,7.8,10.0,300.0
2022-01-06,3.0,3.0,3.0,7.0,284.1
2022-01-07,3.5,3.5,3.5,10.0,300.0
2022-01-08,8.5,8.5,8.5,26.3,429.46000000000004
2022-01-09,4.5,4.5,4.5,15.2,467.93999999999994
2022-01-10,3.0,3.0,3.0,0.0,274.97999999999996
2022-01-11,3.5,3.5,3.5,0.0,364.7
2022-01-12,2.6,2.6,2.6,0.0,274.97999999999996
2022-01-13,1.8,1.8,1.8,0.0,242.88000000000002
2022-01-14,2.8,2.8,2.8,0.0,274.97999999999996
2022-01-15,3.0,3.0,3.0,0.0,274.97999999999996
2022-01-16,4.3,4.3,4.3,0.0,244.6
2022-01-17,6.0,6.0,6.0,0.05,271.9
2022-01-18,6.0,6.0,6.0,1.0,251.1
2022-01-19,6.5,6.5,6.5,0.7,250.94
2022-01-20,5.5,5.5,5.5,0.3,251.1
2022-01-21,5.0,5.0,5.0,0.0,268.3
2022-01-22,5.5,5.5,5.5,22.0,483.28000000000003
2022-01-23,6.0,6.0,6.0,7.0,280.26
2022-01-24,5.0,5.0,5.0,0.0,241.14000000000001
2022-01-25,2.5,2.5,2.5,0.0,330.5
2022-01-26,2.0,2.0,2.0,0.0,274.97999999999996
2022-01-27,2.5,2.5,2.5,0.0,274.97999999999996
2022-01-28,2.0,2.0,2.0,0.0,274.97999999999996
2022-01-29,2.0,2.0,2.0,0.0,274.97999999999996
2022-01-30,3.3,3.3,3.3,0.0,258.66
2022-01-31,5.0,5.0,5.0,0.0,276.2
2022-02-01,4.5,4.5,4.5,0.0,241.14000000000001
2022-02-02,5.5,5.5,5.5,0.0,250.38000000000002
2022-02-03,4.0,4.0,4.0,0.0,249.3
2022-02-04,4.6,4.6,4.6,0.0,241.14000000000001
2022-02-05,3.0,3.0,3.0,0.0,274.97999999999996
2022-02-06,4.7,4.7,4.7,0.0,241.14000000000001
2022-02-07,9.0,9.0,9.0,1.0,235.0
2022-02-08,7.0,7.0,7.0,0.0,246.3
2022-02-09,6.5,6.5,6.5,2.0,250.94
2022-02-10,4.5,4.5,4.5,0.0,241.14000000000001
2022-02-11,4.0,4.0,4.0,0.0,212.4
2022-02-12,3.6,3.6,3.6,0.0,258.66
2022-02-13,4.7,4.7,4.7,0.0,241.14000000000001
2022-02-14,5.7,5.7,5.7,0.0,260.4
2022-02-15,7.0,7.0,7.0,0.0,246.3
2022-02-16,7.0,7.0,7.0,0.0,199.3
2022-02-17,7.0,7.0,7.0,0.0,246.3
2022-02-18,7.0,7.0,7.0,5.0,274.6
2022-02-19,6.0,6.0,6.0,0.0,260.4
2022-02-20,7.0,7.0,7.0,0.0,246.3
2022-02-21,8.7,8.7,8.7,0.0,233.7
2022-02-22,8.8,8.8,8.8,1.0,173.2
2022-02-23,11.0,11.0,11.0,2.0,262.36
2022-02-24,10.2,10.2,10.2,1.6,243.38000000000002
2022-02-25,8.3,8.3,8.3,0.0,180.0
2022-02-26,7.5,7.5,7.5,23.0,479.21999999999997
2022-02-27,6.0,6.0,6.0,0.0,260.4
2022-02-28,7.0,7.0,7.0,0.0,246.3
2022-03-01,9.0,9.0,9.0,0.0,233.7
2022-03-02,9.6,9.6,9.6,0.0,217.18
2022-03-03,11.8,11.8,11.8,0.0,290.48
2022-03-04,11.0,11.0,11.0,0.0,242.56000000000003
2022-03-05,10.0,10.0,10.0,0.0,226.71999999999997
2022-03-06,11.5,11.5,11.5,0.05,199.8
2022-03-07,13.2,13.2,13.2,2.0,357.58000000000004
2022-03-08,12.0,12.0,12.0,0.0,197.3
2022-03-09,13.7,13.7,13.7,0.05,326.91999999999996
2022-03-10,12.0,12.0,12.0,0.05,290.48
2022-03-11,12.0,12.0,12.0,0.0,244.1
2022-03-12,11.5,11.5,11.5,0.0,290.48
2022-03-13,14.0,14.0,14.0,0.0,352.2
2022-03-14,15.5,15.5,15.5,0.0,371.46
2022-03-15,16.4,16.4,16.4,1.0,291.2
2022-03-16,17.0,17.0,17.0,0.0,378.0
2022-03-17,17.5,17.5,17.5,0.0,397.64
2022-03-18,17.4,17.4,17.4,0.0,397.64
2022-03-19,17.5,17.5,17.5,2.2,362.74
2022-03-20,16.0,16.0,16.0,0.0,378.34000000000003
2022-03-21,16.8,16.8,16.8,0.0,608.8
2022-03-22,16.4,16.4,16.4,0.0,378.34
2022-03-23,16.5,16.5,16.5,0.0,397.64
2022-03-24,18.0,18.0,18.0,0.0,356.48
2022-03-25,15.0,15.0,15.0,0.0,413.98
2022-03-26,14.6,14.6,14.6,0.0,328.3
2022-03-27,15.5,15.5,15.5,0.0,371.46
2022-03-28,17.0,17.0,17.0,0.0,397.64
2022-03-29,17.4,17.4,17.4,0.0,397.64
2022-03-30,16.0,16.0,16.0,0.0,378.34000000000003
2022-03-31,13.0,13.0,13.0,0.0,300.71999999999997
2022-04-01,14.0,14.0,14.0,0.0,352.2
2022-04-02,15.3,15.3,15.3,0.0,371.46
2022-04-03,17.0,17.0,17.0,0.0,397.64
2022-04-04,15.0,15.0,15.0,0.0,413.98
2022-04-05,16.0,16.0,16.0,0.0,378.34000000000003
2022-04-06,16.4,16.4,16.4,0.0,378.34
2022-04-07,17.2,17.2,17.2,0.0,397.64
2022-04-08,19.0,19.0,19.0,0.0,435.66
2022-04-09,22.0,22.0,22.0,0.0,829.5
2022-04-10,19.4,19.4,19.4,0.0,485.18
2022-04-11,19.0,19.0,19.0,0.0,435.66
2022-04-12,22.0,22.0,22.0,0.0,948.4
2022-04-13,20.0,20.0,20.0,2.0,743.2
2022-04-14,19.5,19.5,19.5,0.0,485.18
2022-04-15,18.5,18.5,18.5,0.0,356.48
2022-04-16,18.0,18.0,18.0,0.0,356.48
2022-04-17,19.0,19.0,19.0,0.0,435.66
2022-04-18,19.0,19.0,19.0,0.05,417.14
2022-04-19,21.5,21.5,21.5,3.0,1049.4599999999998
2022-04-20,20.5,20.5,20.5,0.05,681.3
2022-04-21,20.0,20.0,20.0,0.0,549.74
2022-04-22,19.5,19.5,19.5,0.05,485.18
2022-04-23,16.0,16.0,16.0,0.0,378.34000000000003
2022-04-24,19.0,19.0,19.0,0.0,435.66
2022-04-25,18.5,18.5,18.5,0.05,356.48
2022-04-26,18.2,18.2,18.2,0.0,424.8
2022-04-27,18.5,18.5,18.5,0.0,356.48
2022-04-28,21.5,21.5,21.5,0.0,789.38
2022-04-29,21.5,21.5,21.5,0.05,789.38
2022-04-30,23.0,23.0,23.0,0.0,1089.78
2022-05-01,22.0,22.0,22.0,0.0,789.38
2022-05-02,24.0,24.0,24.0,0.0,1865.2
2022-05-03,21.5,21.5,21.5,9.0,1385.6399999999999
2022-05-04,20.3,20.3,20.3,4.0,1075.18
2022-05-05,18.5,18.5,18.5,4.4,889.0
2022-05-06,20.0,20.0,20.0,0.0,549.74
2022-05-07,20.5,20.5,20.5,0.0,663.24
2022-05-08,21.5,21.5,21.5,0.0,789.38
2022-05-09,22.4,22.4,22.4,0.0,869.68
2022-05-10,22.5,22.5,22.5,0.3,869.68
2022-05-11,22.0,22.0,22.0,0.0,789.38
2022-05-12,24.0,24.0,24.0,0.0,1865.2
2022-05-13,22.4,22.4,22.4,0.0,869.68
2022-05-14,22.0,22.0,22.0,0.0,789.38
2022-05-15,23.5,23.5,23.5,0.0,1880.6
2022-05-16,24.0,24.0,24.0,0.0,1865.2
2022-05-17,23.0,23.0,23.0,0.0,1089.78
2022-05-18,21.2,21.2,21.2,0.0,743.54
2022-05-19,23.0,23.0,23.0,0.0,1089.78
2022-05-20,21.7,21.7,21.7,2.0,789.38
2022-05-21,20.2,20.2,20.2,0.0,561.96
2022-05-22,20.0,20.0,20.0,0.0,549.74
2022-05-23,22.2,22.2,22.2,0.0,772.6
2022-05-24,18.5,18.5,18.5,0.0,356.48
2022-05-25,20.8,20.8,20.8,0.0,743.54
2022-05-26,24.0,24.0,24.0,0.0,1865.2
2022-05-27,24.5,24.5,24.5,0.0,1826.0
