Date,Maximum_Temperature,Minimun_Temperature,Average_Temperature,Rainfall,water_Discharge
2019-09-10,40.0,25.0,32.5,0.0,526.9
2019-09-11,39.0,27.0,33.0,0.0,481.7
2019-09-12,38.5,27.2,32.85,0.0,479.6
2019-09-13,38.5,27.0,32.75,0.0,486.3
2019-09-14,35.0,23.0,29.0,0.0,486.6
2019-09-15,38.0,25.0,31.5,0.0,450.3
2019-09-16,38.0,24.0,31.0,0.0,422.2
2019-09-17,36.5,24.0,30.25,0.0,415.7
2019-09-18,36.6,24.5,30.55,0.0,389.7
2019-09-19,37.4,26.0,31.7,0.0,383.4
2019-09-20,36.0,22.5,29.25,0.0,374.2
2019-09-21,32.0,21.0,26.5,0.0,373.6
2019-09-22,35.5,23.5,29.5,0.0,381.9
2019-09-23,36.5,24.3,30.4,0.0,396.1
2019-09-24,36.0,25.0,30.5,0.0,396.7
2019-09-25,36.0,25.0,30.5,0.0,418.9
2019-09-26,36.0,24.0,30.0,0.0,430.3
2019-09-27,35.5,24.5,30.0,0.0,446.2
2019-09-28,36.3,23.5,29.9,0.0,506.5
2019-09-29,31.2,22.0,26.6,1.2,471.6
2019-09-30,30.0,21.0,25.5,0.05,475.1
2019-10-01,34.0,19.0,26.5,0.0,594.54
2019-10-02,28.0,21.5,24.75,0.0,1324.6200000000001
2019-10-03,32.5,18.0,25.25,0.0,399.4
2019-10-04,29.0,18.0,23.5,3.0,996.6400000000001
2019-10-05,30.0,18.0,24.0,0.05,1038.22
2019-10-06,31.5,18.5,25.0,0.0,887.4
2019-10-07,30.0,19.3,24.65,0.0,960.4
2019-10-08,32.5,16.5,24.5,0.0,456.2
2019-10-09,33.8,16.5,25.15,0.0,652.1
2019-10-10,32.0,16.0,24.0,0.0,567.8399999999999
2019-10-11,32.0,17.0,24.5,0.0,983.5799999999999
2019-10-12,33.0,17.0,25.0,0.0,901.86
2019-10-13,32.5,17.5,25.0,0.0,409.4
2019-10-14,34.2,17.5,25.85,0.0,582.6400000000001
2019-10-15,33.0,19.0,26.0,0.0,1053.9
2019-10-16,34.0,18.0,26.0,0.0,830.9399999999999
2019-10-17,32.0,20.5,26.25,0.0,826.1200000000001
2019-10-18,30.5,16.3,23.4,5.1,984.54
2019-10-19,27.2,17.5,22.35,0.0,357.2
2019-10-20,29.0,14.0,21.5,0.0,246.71999999999997
2019-10-21,31.0,13.0,22.0,0.0,405.1
2019-10-22,29.5,13.5,21.5,0.0,286.58000000000004
2019-10-23,30.4,14.0,22.2,0.0,344.03999999999996
2019-10-24,31.1,14.0,22.55,0.0,259.7
2019-10-25,30.0,12.0,21.0,0.0,384.1
2019-10-26,30.0,12.0,21.0,0.0,384.1
2019-10-27,30.0,13.5,21.75,0.0,290.0
2019-10-28,32.0,13.5,22.75,0.0,465.0400000000001
2019-10-29,32.0,14.0,23.0,0.0,469.08000000000004
2019-10-30,30.0,14.0,22.0,0.0,205.5
2019-10-31,28.0,14.0,21.0,0.05,393.6
2019-11-01,30.2,15.0,22.6,0.0,671.18
2019-11-02,23.6,13.5,18.55,2.8,806.46
2019-11-03,27.0,13.0,20.0,0.0,326.946
2019-11-04,30.0,12.0,21.0,0.0,263.4
2019-11-05,29.0,12.0,20.5,0.0,459.64
2019-11-06,28.5,14.0,21.25,0.05,210.1
2019-11-07,22.5,12.5,17.5,3.8,543.46
2019-11-08,20.4,10.0,15.2,0.0,278.36
2019-11-09,24.0,9.0,16.5,0.0,251.06000000000003
2019-11-10,28.4,8.5,18.45,0.0,324.48
2019-11-11,28.6,8.0,18.3,0.0,246.5
2019-11-12,28.0,9.5,18.75,0.0,342.41999999999996
2019-11-13,23.6,9.5,16.55,0.0,272.0
2019-11-14,23.0,10.2,16.6,0.05,343.52
2019-11-15,26.0,13.0,19.5,5.0,256.1
2019-11-16,19.5,13.5,16.5,15.8,1406.1599999999999
2019-11-17,18.0,10.5,14.25,1.6,300.94
2019-11-18,25.8,9.5,17.65,0.0,384.9
2019-11-19,25.5,7.0,16.25,0.0,229.8
2019-11-20,25.0,8.0,16.5,0.0,254.12000000000003
2019-11-21,20.5,8.5,14.5,0.05,532.82
2019-11-22,17.6,11.5,14.55,0.2,325.3
2019-11-23,16.8,10.6,13.7,2.0,295.41999999999996
2019-11-24,23.0,9.0,16.0,0.0,338.66
2019-11-25,23.0,9.0,16.0,0.0,338.66
2019-11-26,23.5,9.0,16.25,0.0,257.4
2019-11-27,21.5,10.0,15.75,0.0,225.28000000000003
2019-11-28,21.2,6.5,13.85,0.05,298.7
2019-11-29,21.0,5.0,13.0,0.0,255.26
2019-11-30,22.5,4.5,13.5,0.0,300.0
2019-12-01,23.0,4.0,13.5,0.0,315.4
2019-12-02,23.6,3.5,13.55,0.0,201.0
2019-12-03,25.4,4.0,14.7,0.0,255.1
2019-12-04,24.0,4.0,14.0,0.0,252.22000000000003
2019-12-05,25.0,4.0,14.5,0.0,255.1
2019-12-06,22.5,3.5,13.0,0.0,247.4
2019-12-07,21.6,3.0,12.3,0.0,254.0
2019-12-08,23.4,3.0,13.2,0.0,238.92000000000002
2019-12-09,23.0,3.7,13.35,0.0,306.98
2019-12-10,22.0,3.0,12.5,0.0,219.86000000000004
2019-12-11,21.2,4.5,12.85,1.0,251.56
2019-12-12,19.7,7.0,13.35,0.0,233.8
2019-12-13,15.5,7.5,11.5,0.05,308.52
2019-12-14,17.0,7.5,12.25,0.0,349.86
2019-12-15,15.0,5.0,10.0,0.5,269.48
2019-12-16,19.0,4.5,11.75,0.0,208.51999999999998
2019-12-17,20.6,3.0,11.8,0.0,265.21999999999997
2019-12-18,21.4,4.2,12.799999999999999,0.0,276.66
2019-12-19,19.0,4.0,11.5,0.0,225.6
2019-12-20,19.0,2.5,10.75,0.0,231.1
2019-12-21,19.5,2.0,10.75,0.0,217.16
2019-12-22,17.6,1.0,9.3,0.0,232.45999999999998
2019-12-23,20.3,1.0,10.65,0.0,227.6
2019-12-24,20.5,1.8,11.15,0.0,284.1
2019-12-25,19.0,1.0,10.0,0.0,290.56000000000006
2019-12-26,19.0,0.5,9.75,0.0,233.2
2019-12-27,21.5,-1.0,10.25,0.0,219.68
2019-12-28,20.0,-0.5,9.75,0.0,251.72000000000003
2019-12-29,17.0,-0.5,8.25,0.0,170.83999999999997
2019-12-30,9.0,0.7,4.85,0.0,281.6
2019-12-31,5.5,2.0,3.75,0.0,191.8
2020-01-01,10.4,1.5,5.95,0.0,213.2
2020-01-02,12.5,2.7,7.6,0.0,200.2
2020-01-03,17.0,7.5,12.25,0.0,208.0
2020-01-04,18.0,2.0,10.0,0.0,195.9
2020-01-05,17.5,2.0,9.75,0.0,206.9
2020-01-06,12.4,4.5,8.45,0.05,205.9
2020-01-07,10.8,6.0,8.4,2.2,236.0
2020-01-08,14.0,2.0,8.0,0.0,261.0
2020-01-09,17.0,0.0,8.5,0.0,220.4
2020-01-10,17.5,-0.5,8.5,0.0,217.2
2020-01-11,19.3,0.5,9.9,0.0,223.1
2020-01-12,14.2,4.5,9.35,0.0,237.1
2020-01-13,13.0,8.8,10.9,6.0,284.7
2020-01-14,11.0,6.0,8.5,17.0,365.7
2020-01-15,15.5,3.2,9.35,0.0,397.6
2020-01-16,16.5,2.0,9.25,0.0,335.9
2020-01-17,19.4,2.0,10.7,0.0,319.4
2020-01-18,19.0,2.0,10.5,0.0,316.1
2020-01-19,19.0,1.0,10.0,0.0,306.3
2020-01-20,17.5,1.0,9.25,0.0,310.8
2020-01-21,18.4,5.2,11.799999999999999,1.0,304.1
2020-01-22,11.4,4.0,7.7,0.05,292.7
2020-01-23,18.0,4.0,11.0,0.0,289.3
2020-01-24,19.3,3.0,11.15,0.0,297.3
2020-01-25,18.3,4.0,11.15,0.0,307.9
2020-01-26,20.3,2.5,11.4,0.0,307.6
2020-01-27,21.1,3.5,12.3,0.0,297.5
2020-01-28,17.0,5.8,11.4,0.0,302.6
2020-01-29,16.0,7.0,11.5,11.0,302.8
2020-01-30,10.5,3.5,7.0,10.0,297.3
2020-01-31,17.5,4.5,11.0,0.0,304.5
2020-02-01,17.7,3.0,10.35,0.0,291.6
2020-02-02,19.0,3.0,11.0,0.0,309.1
2020-02-03,22.0,2.5,12.25,0.0,260.2
2020-02-04,20.5,3.0,11.75,0.0,262.2
2020-02-05,15.6,4.0,9.8,0.0,262.9
2020-02-06,19.3,2.8,11.05,0.0,273.4
2020-02-07,18.0,2.0,10.0,0.0,267.2
2020-02-08,22.0,2.0,12.0,0.0,276.1
2020-02-09,23.5,3.0,13.25,0.0,280.5
2020-02-10,23.4,3.5,13.45,0.0,302.9
2020-02-11,23.2,4.5,13.85,0.05,288.2
2020-02-12,19.0,11.0,15.0,0.05,250.4
2020-02-13,20.0,10.0,15.0,0.05,243.2
2020-02-14,20.0,9.5,14.75,0.05,248.8
2020-02-15,26.5,8.0,17.25,0.0,268.7
2020-02-16,26.7,7.5,17.1,0.0,326.9
2020-02-17,26.0,7.5,16.75,0.0,320.7
2020-02-18,29.0,7.0,18.0,0.0,268.6
2020-02-19,27.5,7.0,17.25,0.0,269.3
2020-02-20,20.5,8.2,14.35,18.3,252.0
2020-02-21,17.0,7.0,12.0,7.0,276.6
2020-02-22,22.8,8.2,15.5,0.0,291.1
2020-02-23,24.0,10.0,17.0,0.0,308.5
2020-02-24,25.5,10.5,18.0,0.0,317.0
2020-02-25,25.6,10.0,17.8,0.0,309.9
2020-02-26,26.6,10.0,18.3,0.0,282.5
2020-02-27,28.0,11.2,19.6,0.0,254.4
2020-02-28,25.5,12.5,19.0,8.0,246.0
2020-02-29,20.0,13.5,16.75,2.0,272.5
2020-03-01,15.5,11.0,13.25,17.5,300.7
2020-03-02,24.0,10.0,17.0,0.0,341.5
2020-03-03,26.6,11.2,18.9,0.0,410.5
2020-03-04,26.0,12.5,19.25,0.0,471.0
2020-03-05,21.6,11.0,16.3,7.5,379.7
2020-03-06,13.6,11.0,12.3,7.4,460.4
2020-03-07,15.5,11.5,13.5,7.0,617.0
2020-03-08,14.5,10.0,12.25,29.0,596.5
2020-03-09,16.5,7.5,12.0,0.05,763.0
2020-03-10,21.0,8.5,14.75,0.0,694.5
2020-03-11,22.6,11.5,17.05,0.0,469.6
2020-03-12,22.0,12.1,17.05,10.4,410.2
2020-03-13,16.5,8.0,12.25,19.8,426.8
2020-03-14,20.0,9.0,14.5,0.0,461.3
2020-03-15,23.5,11.0,17.25,0.0,456.7
2020-03-16,24.6,11.5,18.05,0.0,400.9
2020-03-17,25.9,12.5,19.2,0.0,338.0
2020-03-18,26.0,13.0,19.5,0.0,359.2
2020-03-19,29.0,13.0,21.0,0.0,360.6
2020-03-20,29.0,14.0,21.5,0.0,375.1
2020-03-21,27.3,15.5,21.4,0.05,371.1
2020-03-22,22.4,12.0,17.2,0.05,346.0
2020-03-23,27.9,14.2,21.049999999999997,0.0,409.2
2020-03-24,25.5,13.5,19.5,27.8,504.3
2020-03-25,17.0,13.0,15.0,1.2,590.6
2020-03-26,24.0,14.0,19.0,2.2,762.1
2020-03-27,25.0,15.5,20.25,4.6,960.2
2020-03-28,17.6,12.6,15.100000000000001,12.0,995.5
2020-03-29,20.0,11.5,15.75,0.0,907.1
2020-03-30,26.5,13.0,19.75,0.0,891.9
2020-03-31,24.5,14.0,19.25,2.7,904.0
2020-04-01,17.5,11.0,14.25,9.1,812.6
2020-04-02,23.0,10.5,16.75,1.0,761.2
2020-04-03,26.5,12.0,19.25,0.0,849.3
2020-04-04,26.7,11.5,19.1,0.0,858.4
2020-04-05,29.5,11.2,20.35,0.0,774.2
2020-04-06,24.0,12.0,18.0,0.05,679.7
2020-04-07,25.6,14.5,20.05,3.4,653.0
2020-04-08,24.4,12.5,18.45,0.0,731.1
2020-04-09,29.0,15.0,22.0,0.0,717.0
2020-04-10,29.5,15.5,22.5,10.0,784.4
2020-04-11,29.3,16.0,22.65,0.0,811.2
2020-04-12,32.4,17.5,24.95,0.0,814.3
2020-04-13,34.2,20.5,27.35,0.0,856.7
2020-04-14,33.1,20.0,26.55,1.0,1271.0
2020-04-15,22.0,15.2,18.6,17.0,3356.0
2020-04-16,29.0,15.0,22.0,0.0,3301.0
2020-04-17,29.4,18.6,24.0,0.05,2203.0
2020-04-18,21.2,14.5,17.85,18.0,1970.0
2020-04-19,24.0,14.5,19.25,0.0,1666.0
2020-04-20,28.0,15.5,21.75,0.0,1484.0
2020-04-21,30.0,16.5,23.25,0.0,1300.0
2020-04-22,31.0,17.0,24.0,0.0,1187.0
2020-04-23,31.5,18.1,24.8,0.0,1119.0
2020-04-24,34.0,19.0,26.5,0.0,1064.0
2020-04-25,34.4,17.4,25.9,0.0,1034.0
2020-04-26,35.2,19.0,27.1,0.0,998.2
2020-04-27,33.0,21.0,27.0,0.0,1122.0
2020-04-28,31.5,20.0,25.75,0.0,1277.0
2020-04-29,30.8,19.0,24.9,1.0,1474.0
2020-04-30,34.0,19.0,26.5,0.4,1464.0
2020-05-01,35.5,20.5,28.0,0.0,1411.0
2020-05-02,35.2,20.0,27.6,0.05,1490.0
2020-05-03,34.0,19.0,26.5,2.0,1502.0
2020-05-04,30.5,19.0,24.75,0.0,1591.0
2020-05-05,32.0,17.0,24.5,0.0,1460.0
2020-05-06,33.0,18.0,25.5,0.0,1370.0
2020-05-07,35.0,18.0,26.5,0.0,1502.0
2020-05-08,33.5,21.5,27.5,0.0,1588.0
2020-05-09,36.5,22.5,29.5,0.05,1552.0
2020-05-10,37.0,22.0,29.5,0.6,1517.0
2020-05-11,38.0,23.0,30.5,0.0,1458.0
2020-05-12,32.5,19.0,25.75,0.05,1506.0
2020-05-13,33.0,22.0,27.5,0.05,1422.0
2020-05-14,35.4,20.0,27.7,2.2,1804.0
2020-05-15,27.0,16.3,21.65,2.0,2288.0
2020-05-16,33.0,19.0,26.0,0.0,1962.0
2020-05-17,33.2,18.0,25.6,0.0,1584.0
2020-05-18,34.4,17.5,25.95,1.0,1453.0
2020-05-19,35.0,20.0,27.5,0.0,1196.0
2020-05-20,34.0,16.5,25.25,0.0,1138.0
2020-05-21,38.0,21.0,29.5,0.0,1069.0
2020-05-22,40.8,21.0,30.9,0.0,1165.0
2020-05-23,40.2,26.0,33.1,0.0,1265.0
2020-05-24,37.7,21.0,29.35,0.0,1390.0
2020-05-25,40.0,23.0,31.5,0.0,1564.0
2020-05-26,41.4,23.4,32.4,0.0,1718.0
2020-05-27,43.2,24.0,33.6,0.0,1819.0
2020-05-28,44.5,25.0,34.75,0.0,1856.0
2020-05-29,40.5,25.0,32.75,0.05,1900.0
2020-05-30,36.0,23.0,29.5,0.05,2028.0
2020-05-31,31.5,20.0,25.75,0.0,2063.0
2020-06-01,34.0,20.0,27.0,8.0,2026.0
2020-06-02,33.0,22.0,27.5,0.0,2018.0
2020-06-03,32.2,21.5,26.85,0.05,1972.0
2020-06-04,35.0,20.5,27.75,0.0,1814.0
2020-06-05,36.5,23.5,30.0,0.0,1787.0
2020-06-06,37.0,33.0,35.0,0.0,1857.0
2020-06-07,36.5,23.0,29.75,0.0,1816.0
2020-06-08,36.4,26.0,31.2,0.0,2061.0
2020-06-09,39.0,24.5,31.75,0.0,2152.0
2020-06-10,37.0,23.0,30.0,0.0,2265.0
2020-06-11,39.0,24.0,31.5,0.0,2324.0
2020-06-12,38.0,23.5,30.75,0.0,2401.0
2020-06-13,36.5,25.0,30.75,1.2,2348.0
2020-06-14,37.0,21.5,29.25,0.05,2216.0
2020-06-15,40.4,23.5,31.95,0.0,2015.0
2020-06-16,41.0,21.0,31.0,0.0,1752.0
2020-06-17,42.4,20.5,31.45,0.0,1832.0
2020-06-18,42.3,23.5,32.9,0.0,1852.0
2020-06-19,39.5,23.5,31.5,0.0,1897.0
2020-06-20,38.7,24.0,31.35,0.0,1957.0
2020-06-21,40.5,24.5,32.5,0.0,1949.0
2020-06-22,41.0,25.5,33.25,0.0,2008.0
2020-06-23,40.5,28.5,34.5,0.0,2019.0
2020-06-24,39.0,25.5,32.25,0.05,2580.0
2020-06-25,34.5,23.5,29.0,1.0,2644.0
2020-06-26,38.8,25.5,32.15,0.0,2449.0
2020-06-27,37.2,26.0,31.6,0.0,2293.0
2020-06-28,40.5,25.0,32.75,0.0,2238.0
2020-06-29,40.5,25.5,33.0,0.0,2146.0
2020-06-30,38.0,25.5,31.75,0.0,1957.0
2020-07-01,39.6,25.0,32.3,0.05,1769.0
2020-07-02,41.6,24.5,33.05,0.0,1748.0
2020-07-03,42.7,26.0,34.35,0.0,1711.0
2020-07-04,44.4,26.5,35.45,0.0,1713.0
2020-07-05,36.5,21.5,29.0,0.0,1739.0
2020-07-06,38.3,22.0,30.15,0.0,1832.0
2020-07-07,38.6,21.5,30.05,0.0,1726.0
2020-07-08,41.5,25.5,33.5,0.0,1656.0
2020-07-09,40.5,26.0,33.25,0.05,1681.0
2020-07-10,38.5,25.5,32.0,0.0,1515.0
2020-07-11,42.0,25.0,33.5,0.0,1605.0
2020-07-12,42.0,23.0,32.5,0.05,1636.0
2020-07-13,33.5,21.0,27.25,25.0,1599.0
2020-07-14,39.4,26.0,32.7,0.0,1544.0
2020-07-15,41.5,26.0,33.75,0.0,1520.0
2020-07-16,41.7,25.5,33.6,0.0,1458.0
2020-07-17,38.5,25.5,32.0,0.0,1415.0
2020-07-18,39.0,24.0,31.5,0.05,1494.0
2020-07-19,39.5,28.0,33.75,0.0,1510.0
2020-07-20,42.5,24.0,33.25,0.0,1559.0
2020-07-21,39.0,23.5,31.25,0.0,1453.0
2020-07-22,34.0,22.0,28.0,0.05,1369.0
2020-07-23,38.5,23.3,30.9,0.0,1244.0
2020-07-24,39.5,25.0,32.25,0.0,1114.0
2020-07-25,40.0,25.5,32.75,0.0,1195.0
2020-07-26,37.6,25.0,31.3,0.0,1291.0
2020-07-27,37.7,27.0,32.35,0.0,1283.0
2020-07-28,39.5,25.5,32.5,0.0,1298.0
2020-07-29,40.5,25.5,33.0,0.0,1375.0
2020-07-30,40.5,26.0,33.25,0.0,1374.0
2020-07-31,38.2,28.5,33.35,0.0,1399.0
2020-08-01,36.5,26.0,31.25,0.0,1469.0
2020-08-02,36.5,25.0,30.75,0.05,1458.0
2020-08-03,39.5,27.0,33.25,0.0,1505.0
2020-08-04,40.0,24.5,32.25,0.05,1386.0
2020-08-05,39.0,27.7,33.35,0.0,1363.0
2020-08-06,42.0,27.5,34.75,0.0,1309.0
2020-08-07,41.5,26.0,33.75,0.0,1222.0
2020-08-08,42.0,27.0,34.5,0.0,1107.0
2020-08-09,39.5,28.0,33.75,0.0,1145.0
2020-08-10,39.2,27.0,33.1,0.05,1361.0
2020-08-11,38.7,29.0,33.85,0.0,1450.0
2020-08-12,39.0,25.0,32.0,0.0,1351.0
2020-08-13,41.0,28.0,34.5,0.0,1287.0
2020-08-14,43.6,27.0,35.3,0.0,1285.0
2020-08-15,38.2,27.5,32.85,0.0,1274.0
2020-08-16,38.5,29.0,33.75,0.0,1291.0
2020-08-17,40.5,26.0,33.25,0.0,1245.0
2020-08-18,40.5,23.0,31.75,0.05,1236.0
2020-08-19,35.5,26.0,30.75,0.0,1240.0
2020-08-20,34.2,23.5,28.85,18.2,1376.0
2020-08-21,29.5,24.0,26.75,0.05,1286.0
2020-08-22,36.4,22.0,29.2,0.05,1068.0
2020-08-23,37.5,25.5,31.5,0.0,931.9
2020-08-24,38.5,27.0,32.75,0.0,912.1
2020-08-25,38.4,28.5,33.45,0.0,1128.0
2020-08-26,37.5,23.5,30.5,9.8,1327.0
2020-08-27,31.5,19.5,25.5,1.6,1995.0
2020-08-28,33.5,20.0,26.75,0.05,1703.0
2020-08-29,33.5,25.0,29.25,0.0,1204.0
2020-08-30,36.6,26.5,31.55,0.0,1070.0
2020-08-31,37.0,20.0,28.5,9.6,1250.0
2020-09-01,31.5,18.0,24.75,17.6,4145.0
2020-09-02,24.5,21.0,22.75,28.0,3015.0
2020-09-03,31.5,22.5,27.0,0.0,2405.0
2020-09-04,32.0,20.0,26.0,0.0,1705.0
2020-09-05,35.0,23.5,29.25,0.0,1484.0
2020-09-06,36.4,25.0,30.7,0.0,1269.0
2020-09-07,36.0,20.4,28.2,5.0,1167.0
2020-09-08,34.5,23.0,28.75,0.0,912.9
2020-09-09,35.4,24.5,29.95,0.0,776.9
2020-09-10,35.5,22.0,28.75,1.0,718.1
2020-09-11,36.0,19.5,27.75,0.0,632.1
2020-09-12,36.0,21.0,28.5,0.0,572.1
2020-09-13,37.0,23.0,30.0,0.0,537.6
2020-09-14,36.4,23.5,29.95,0.0,518.6
2020-09-15,36.0,18.5,27.25,0.05,509.7
2020-09-16,37.0,24.0,30.5,0.0,495.3
2020-09-17,37.2,22.7,29.950000000000003,0.0,460.9
2020-09-18,38.2,23.5,30.85,0.0,411.4
2020-09-19,38.0,23.5,30.75,0.0,372.0
2020-09-20,38.5,19.0,28.75,0.0,329.7
2020-09-21,38.6,18.8,28.700000000000003,0.0,290.0
2020-09-22,36.7,21.0,28.85,0.0,303.9
2020-09-23,37.0,21.0,29.0,0.0,298.1
2020-09-24,36.5,22.0,29.25,0.0,305.9
2020-09-25,37.0,23.5,30.25,0.0,314.0
2020-09-26,35.4,21.5,28.45,1.2,331.4
2020-09-27,27.3,19.5,23.4,3.4,294.2
2020-09-28,32.0,20.0,26.0,0.0,295.1
2020-09-29,35.0,19.6,27.3,0.05,298.2
2020-09-30,34.6,19.6,27.1,0.0,302.7
2020-10-01,34.0,20.0,27.0,0.8,1035.9
2020-10-02,35.4,18.0,26.7,0.0,907.4
2020-10-03,35.4,17.9,26.65,0.0,848.9599999999998
2020-10-04,35.2,18.2,26.700000000000003,0.0,566.8000000000001
2020-10-05,34.5,18.3,26.4,0.0,384.02000000000004
2020-10-06,37.5,17.5,27.5,0.0,820.22
2020-10-07,35.0,17.8,26.4,0.0,264.9
2020-10-08,34.1,18.5,26.3,0.0,612.74
2020-10-09,33.5,19.0,26.25,0.0,655.3
2020-10-10,33.5,19.0,26.25,0.05,655.3
2020-10-11,34.0,20.0,27.0,0.0,932.72
2020-10-12,32.8,17.0,24.9,0.0,559.3
2020-10-13,32.6,18.5,25.55,0.0,663.0600000000001
2020-10-14,30.5,14.5,22.5,0.05,260.8
2020-10-15,34.6,15.3,24.950000000000003,0.0,512.36
2020-10-16,33.5,15.2,24.35,0.0,485.96000000000004
2020-10-17,34.5,14.5,24.5,0.0,501.08000000000004
2020-10-18,34.5,14.5,24.5,0.0,197.8
2020-10-19,32.5,15.4,23.95,0.0,193.0
2020-10-20,32.4,13.6,23.0,0.0,185.0
2020-10-21,30.6,14.1,22.35,0.0,169.0
2020-10-22,29.5,14.5,22.0,0.0,174.3
2020-10-23,29.4,13.3,21.35,0.0,168.9
2020-10-24,29.0,13.8,21.4,0.0,156.1
2020-10-25,29.5,15.0,22.25,0.0,152.3
2020-10-26,26.6,11.2,18.9,0.05,141.3
2020-10-27,31.5,9.5,20.5,0.0,138.9
2020-10-28,31.2,10.5,20.85,0.0,138.0
2020-10-29,28.0,12.0,20.0,0.0,160.0
2020-10-30,28.5,9.0,18.75,0.0,160.0
2020-10-31,31.0,7.8,19.4,0.0,160.0
2020-11-01,32.3,8.0,20.15,0.0,218.04000000000002
2020-11-02,32.5,8.7,20.6,0.0,208.25799999999998
2020-11-03,32.5,8.5,20.5,0.0,220.45999999999998
2020-11-04,30.3,9.0,19.65,0.0,235.51999999999998
2020-11-05,27.6,9.0,18.3,0.0,203.1
2020-11-06,28.5,9.0,18.75,0.0,280.8
2020-11-07,29.5,9.5,19.5,0.0,550.78
2020-11-08,31.4,8.8,20.1,0.0,209.48000000000002
2020-11-09,27.2,9.2,18.2,0.0,248.956
2020-11-10,25.5,10.0,17.75,0.0,359.67999999999995
2020-11-11,25.5,8.5,17.0,0.0,271.16
2020-11-12,24.7,9.0,16.85,0.0,153.3
2020-11-13,26.0,8.8,17.4,0.0,269.84000000000003
2020-11-14,21.0,10.2,15.6,0.2,242.45999999999998
2020-11-15,20.5,11.0,15.75,42.0,983.3399999999999
2020-11-16,13.8,10.5,12.15,10.2,341.91999999999996
2020-11-17,18.8,7.2,13.0,0.0,273.56000000000006
2020-11-18,21.8,7.0,14.4,0.0,354.1
2020-11-19,23.0,8.0,15.5,0.0,288.41999999999996
2020-11-20,20.0,6.5,13.25,0.0,281.5
2020-11-21,21.4,4.4,12.899999999999999,0.0,300.3
2020-11-22,22.5,5.0,13.75,0.0,307.38
2020-11-23,19.5,6.7,13.1,0.0,281.14
2020-11-24,15.6,10.0,12.8,1.0,240.83999999999997
2020-11-25,16.4,10.0,13.2,3.0,320.36
2020-11-26,12.8,6.0,9.4,7.3,365.0
2020-11-27,20.0,6.0,13.0,0.0,289.18
2020-11-28,22.5,5.8,14.15,0.0,325.68
2020-11-29,23.2,6.5,14.85,0.0,281.32
2020-11-30,21.0,6.0,13.5,0.0,343.3
2020-12-01,24.0,7.0,15.5,0.0,274.02
2020-12-02,24.2,7.8,16.0,0.0,263.72
2020-12-03,26.5,8.0,17.25,0.0,348.2
2020-12-04,24.5,8.7,16.6,0.0,292.47999999999996
2020-12-05,22.5,8.0,15.25,0.0,305.26
2020-12-06,22.3,7.6,14.95,0.0,261.03999999999996
2020-12-07,23.4,8.1,15.75,0.0,242.16
2020-12-08,16.5,12.0,14.25,1.2,366.6
2020-12-09,16.5,9.0,12.75,0.05,359.46000000000004
2020-12-10,21.7,7.3,14.5,0.0,294.0
2020-12-11,22.5,7.5,15.0,0.0,249.26000000000005
2020-12-12,21.0,8.0,14.5,0.05,511.53999999999996
2020-12-13,14.7,7.5,11.1,0.05,279.54
2020-12-14,20.0,8.0,14.0,0.05,267.68
2020-12-15,18.0,6.0,12.0,1.3,289.52000000000004
2020-12-16,15.4,1.8,8.6,0.05,252.71999999999997
2020-12-17,18.0,1.0,9.5,0.0,279.43999999999994
2020-12-18,18.2,1.0,9.6,0.0,272.21999999999997
2020-12-19,20.2,1.3,10.75,0.0,232.4
2020-12-20,20.0,2.3,11.15,0.0,300.02
2020-12-21,21.3,3.7,12.5,0.0,266.96000000000004
2020-12-22,20.7,6.3,13.5,0.0,210.0
2020-12-23,23.5,4.0,13.75,0.0,252.88000000000002
2020-12-24,22.3,4.0,13.15,0.0,309.2
2020-12-25,22.0,4.0,13.0,0.0,317.62
2020-12-26,18.0,3.8,10.9,0.0,220.304
2020-12-27,18.4,8.8,13.6,3.8,383.1
2020-12-28,9.5,1.0,5.25,2.8,249.5
2020-12-29,14.0,1.0,7.5,0.0,233.9
2020-12-30,18.0,1.5,9.75,0.0,246.8
2020-12-31,20.0,1.5,10.75,0.0,244.9
2021-01-01,20.5,3.0,11.75,0.0,261.93999999999994
2021-01-02,23.0,1.5,12.25,0.0,261.7
2021-01-03,21.8,1.3,11.55,0.0,148.3
2021-01-04,20.8,1.6,11.200000000000001,0.0,222.498
2021-01-05,17.5,8.5,13.0,0.05,259.5
2021-01-06,18.5,5.5,12.0,0.0,239.66
2021-01-07,20.0,5.0,12.5,0.0,256.3
2021-01-08,19.9,5.3,12.6,0.0,252.94
2021-01-09,19.0,4.5,11.75,0.0,208.51999999999998
2021-01-10,22.0,4.0,13.0,0.0,317.62
2021-01-11,23.6,2.4,13.0,0.0,241.16
2021-01-12,23.5,2.4,12.95,0.0,241.16
2021-01-13,23.5,2.2,12.85,0.0,226.1
2021-01-14,24.0,2.3,13.15,0.0,200.68
2021-01-15,20.0,3.0,11.5,0.0,292.7
2021-01-16,20.6,2.7,11.65,0.0,299.3
2021-01-17,23.0,3.0,13.0,0.0,220.64000000000001
2021-01-18,18.7,3.7,11.2,0.0,276.96
2021-01-19,20.4,3.0,11.7,0.0,260.93999999999994
2021-01-20,22.5,3.0,12.75,0.0,276.5
2021-01-21,25.7,4.0,14.85,0.0,265.6
