,Maximum_Temperature,Minimun_Temperature,Average_Temperature,Rainfall,water_Discharge,Month_sin,Month_cos,Day_sin,Day_cos
965,36.5,24.0,30.25,0.0,678.2,-0.8660254037844385,-0.5000000000000004,-0.9884683243281114,0.15142777750457667
966,36.0,27.5,31.75,0.05,666.8,-0.8660254037844385,-0.5000000000000004,-0.9377521321470804,0.3473052528448203
967,36.3,24.8,30.55,0.0,683.7,-0.8660254037844385,-0.5000000000000004,-0.8486442574947509,0.5289640103269624
968,36.5,25.1,30.8,0.0,705.5,-0.8660254037844385,-0.5000000000000004,-0.72479278722912,0.6889669190756865
969,37.2,24.2,30.700000000000003,0.0,731.6,-0.8660254037844385,-0.5000000000000004,-0.5712682150947924,0.8207634412072763
970,36.5,23.7,30.1,0.0,665.5,-0.8660254037844385,-0.5000000000000004,-0.3943558551133187,0.9189578116202306
971,37.5,24.0,30.75,0.05,552.2,-0.8660254037844385,-0.5000000000000004,-0.20129852008866114,0.9795299412524943
972,38.3,24.5,31.4,0.0,526.1,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0
973,34.0,24.0,29.0,0.0,509.9,-1.0,-1.8369701987210297e-16,0.20129852008866006,0.9795299412524945
974,35.3,23.0,29.15,0.0,493.2,-1.0,-1.8369701987210297e-16,0.39435585511331855,0.9189578116202306
975,35.0,24.0,29.5,0.0,506.6,-1.0,-1.8369701987210297e-16,0.5712682150947923,0.8207634412072763
976,35.0,24.0,29.5,0.0,504.4,-1.0,-1.8369701987210297e-16,0.72479278722912,0.6889669190756866
977,33.0,23.5,28.25,0.0,517.8,-1.0,-1.8369701987210297e-16,0.8486442574947509,0.5289640103269624
978,36.3,24.5,30.4,0.0,486.7,-1.0,-1.8369701987210297e-16,0.9377521321470804,0.3473052528448203
979,36.5,25.0,30.75,0.0,476.0,-1.0,-1.8369701987210297e-16,0.9884683243281114,0.1514277775045767
980,37.6,23.5,30.55,1.0,461.3,-1.0,-1.8369701987210297e-16,0.9987165071710528,-0.05064916883871264
981,37.0,25.0,31.0,0.0,480.5,-1.0,-1.8369701987210297e-16,0.9680771188662043,-0.2506525322587204
982,37.0,22.6,29.8,0.0,444.4,-1.0,-1.8369701987210297e-16,0.8978045395707416,-0.4403941515576344
983,37.0,25.0,31.0,0.0,426.4,-1.0,-1.8369701987210297e-16,0.7907757369376989,-0.6121059825476626
984,34.4,23.0,28.7,0.0,397.7,-1.0,-1.8369701987210297e-16,0.6513724827222223,-0.758758122692791
985,35.6,23.5,29.55,0.0,394.8,-1.0,-1.8369701987210297e-16,0.48530196253108104,-0.8743466161445821
986,34.0,24.0,29.0,0.0,389.7,-1.0,-1.8369701987210297e-16,0.29936312297335804,-0.9541392564000488
987,35.7,22.3,29.0,0.0,386.7,-1.0,-1.8369701987210297e-16,0.10116832198743272,-0.994869323391895
988,36.0,23.3,29.65,0.0,385.3,-1.0,-1.8369701987210297e-16,-0.10116832198743204,-0.9948693233918952
989,36.5,24.0,30.25,0.0,384.2,-1.0,-1.8369701987210297e-16,-0.2993631229733582,-0.9541392564000488
990,36.4,26.0,31.2,0.0,380.1,-1.0,-1.8369701987210297e-16,-0.4853019625310808,-0.8743466161445822
991,36.8,26.6,31.7,0.0,391.7,-1.0,-1.8369701987210297e-16,-0.651372482722222,-0.7587581226927911
992,37.0,26.6,31.8,0.0,405.3,-1.0,-1.8369701987210297e-16,-0.7907757369376986,-0.6121059825476627
993,35.5,23.9,29.7,0.0,423.4,-1.0,-1.8369701987210297e-16,-0.8978045395707417,-0.44039415155763423
994,36.5,23.8,30.15,0.0,426.6,-1.0,-1.8369701987210297e-16,-0.9680771188662041,-0.2506525322587213
995,37.0,25.0,31.0,0.0,405.3,-1.0,-1.8369701987210297e-16,-0.9987165071710528,-0.05064916883871355
996,35.0,24.0,29.5,0.0,405.1,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667
997,33.5,23.0,28.25,0.05,445.9,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203
998,35.5,22.0,28.75,0.0,451.5,-1.0,-1.8369701987210297e-16,-0.8486442574947509,0.5289640103269624
999,35.0,23.2,29.1,0.0,419.2,-1.0,-1.8369701987210297e-16,-0.72479278722912,0.6889669190756865
1000,33.3,20.0,26.65,14.0,448.1,-1.0,-1.8369701987210297e-16,-0.5712682150947924,0.8207634412072763
1001,34.5,23.0,28.75,0.0,425.1,-1.0,-1.8369701987210297e-16,-0.3943558551133187,0.9189578116202306
1002,34.3,20.0,27.15,0.0,385.7,-1.0,-1.8369701987210297e-16,-0.20129852008866114,0.9795299412524943
1003,34.5,25.0,29.75,0.0,380.6,-0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
1004,34.5,25.0,29.75,0.0,381.5,-0.8660254037844386,0.5000000000000001,0.39435585511331855,0.9189578116202306
1005,35.0,25.2,30.1,0.0,380.0,-0.8660254037844386,0.5000000000000001,0.5712682150947923,0.8207634412072763
1006,35.3,25.3,30.3,0.0,376.0,-0.8660254037844386,0.5000000000000001,0.72479278722912,0.6889669190756866
1007,36.0,24.0,30.0,0.0,368.4,-0.8660254037844386,0.5000000000000001,0.8486442574947509,0.5289640103269624
1008,33.5,23.0,28.25,0.05,395.8,-0.8660254037844386,0.5000000000000001,0.9377521321470804,0.3473052528448203
1009,32.5,22.6,27.55,0.0,487.7,-0.8660254037844386,0.5000000000000001,0.9884683243281114,0.1514277775045767
1010,26.8,21.0,23.9,4.0,431.5,-0.8660254037844386,0.5000000000000001,0.9987165071710528,-0.05064916883871264
1011,30.0,15.3,22.65,0.0,413.3,-0.8660254037844386,0.5000000000000001,0.9680771188662043,-0.2506525322587204
1012,32.0,16.0,24.0,0.0,368.2,-0.8660254037844386,0.5000000000000001,0.8978045395707416,-0.4403941515576344
1013,32.0,17.0,24.5,0.0,338.9,-0.8660254037844386,0.5000000000000001,0.7907757369376989,-0.6121059825476626
1014,31.3,16.0,23.65,0.0,337.3,-0.8660254037844386,0.5000000000000001,0.6513724827222223,-0.758758122692791
1015,31.3,18.0,24.65,4.0,326.4,-0.8660254037844386,0.5000000000000001,0.48530196253108104,-0.8743466161445821
1016,21.3,16.0,18.65,7.0,330.2,-0.8660254037844386,0.5000000000000001,0.29936312297335804,-0.9541392564000488
1017,26.7,14.0,20.35,19.0,340.1,-0.8660254037844386,0.5000000000000001,0.10116832198743272,-0.994869323391895
1018,28.0,13.0,20.5,0.0,407.7,-0.8660254037844386,0.5000000000000001,-0.10116832198743204,-0.9948693233918952
1019,29.0,15.0,22.0,0.0,366.3,-0.8660254037844386,0.5000000000000001,-0.2993631229733582,-0.9541392564000488
1020,29.8,15.7,22.75,0.0,345.5,-0.8660254037844386,0.5000000000000001,-0.4853019625310808,-0.8743466161445822
1021,26.6,17.0,21.8,0.0,351.8,-0.8660254037844386,0.5000000000000001,-0.651372482722222,-0.7587581226927911
1022,30.0,18.0,24.0,1.2,348.8,-0.8660254037844386,0.5000000000000001,-0.7907757369376986,-0.6121059825476627
1023,30.9,16.0,23.45,0.0,319.9,-0.8660254037844386,0.5000000000000001,-0.8978045395707417,-0.44039415155763423
1024,31.0,17.0,24.0,0.0,323.2,-0.8660254037844386,0.5000000000000001,-0.9680771188662041,-0.2506525322587213
1025,29.0,19.0,24.0,0.0,310.0,-0.8660254037844386,0.5000000000000001,-0.9987165071710528,-0.05064916883871355
1026,26.0,16.3,21.15,8.0,343.4,-0.8660254037844386,0.5000000000000001,-0.9884683243281114,0.15142777750457667
1027,29.6,18.0,23.8,0.0,342.9,-0.8660254037844386,0.5000000000000001,-0.9377521321470804,0.3473052528448203
1028,28.7,16.3,22.5,0.0,343.0,-0.8660254037844386,0.5000000000000001,-0.8486442574947509,0.5289640103269624
1029,28.8,18.0,23.4,0.0,341.5,-0.8660254037844386,0.5000000000000001,-0.72479278722912,0.6889669190756865
1030,26.0,18.0,22.0,0.05,320.0,-0.8660254037844386,0.5000000000000001,-0.5712682150947924,0.8207634412072763
1031,25.0,15.3,20.15,0.0,321.2,-0.8660254037844386,0.5000000000000001,-0.3943558551133187,0.9189578116202306
1032,27.0,13.5,20.25,0.0,301.2,-0.8660254037844386,0.5000000000000001,-0.20129852008866114,0.9795299412524943
1033,27.5,13.0,20.25,0.0,320.4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0
1034,28.0,11.8,19.9,0.0,327.4,-0.5000000000000004,0.8660254037844384,0.20129852008866006,0.9795299412524945
1035,24.0,12.2,18.1,0.0,325.9,-0.5000000000000004,0.8660254037844384,0.39435585511331855,0.9189578116202306
1036,23.0,13.0,18.0,0.05,318.6,-0.5000000000000004,0.8660254037844384,0.5712682150947923,0.8207634412072763
1037,27.0,14.0,20.5,0.2,316.4,-0.5000000000000004,0.8660254037844384,0.72479278722912,0.6889669190756866
1038,26.0,12.0,19.0,0.0,304.8,-0.5000000000000004,0.8660254037844384,0.8486442574947509,0.5289640103269624
1039,22.2,14.0,18.1,1.0,304.0,-0.5000000000000004,0.8660254037844384,0.9377521321470804,0.3473052528448203
1040,23.6,14.4,19.0,0.05,306.0,-0.5000000000000004,0.8660254037844384,0.9884683243281114,0.1514277775045767
1041,24.0,12.0,18.0,0.0,337.9,-0.5000000000000004,0.8660254037844384,0.9987165071710528,-0.05064916883871264
1042,27.0,9.0,18.0,0.0,456.9,-0.5000000000000004,0.8660254037844384,0.9680771188662043,-0.2506525322587204
1043,28.4,9.5,18.95,0.0,365.9,-0.5000000000000004,0.8660254037844384,0.8978045395707416,-0.4403941515576344
1044,29.0,9.0,19.0,0.0,320.0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626
1045,27.0,7.4,17.2,0.0,299.9,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791
1046,27.0,7.3,17.15,0.0,289.4,-0.5000000000000004,0.8660254037844384,0.48530196253108104,-0.8743466161445821
1047,27.3,9.0,18.15,0.0,295.3,-0.5000000000000004,0.8660254037844384,0.29936312297335804,-0.9541392564000488
1048,25.5,7.5,16.5,0.0,285.6,-0.5000000000000004,0.8660254037844384,0.10116832198743272,-0.994869323391895
1049,25.5,7.5,16.5,0.0,293.5,-0.5000000000000004,0.8660254037844384,-0.10116832198743204,-0.9948693233918952
1050,27.0,6.8,16.9,0.0,288.4,-0.5000000000000004,0.8660254037844384,-0.2993631229733582,-0.9541392564000488
1051,25.6,8.5,17.05,0.0,279.7,-0.5000000000000004,0.8660254037844384,-0.4853019625310808,-0.8743466161445822
1052,24.8,7.0,15.9,0.0,274.4,-0.5000000000000004,0.8660254037844384,-0.651372482722222,-0.7587581226927911
1053,24.2,7.0,15.6,0.0,270.8,-0.5000000000000004,0.8660254037844384,-0.7907757369376986,-0.6121059825476627
1054,24.3,7.2,15.75,0.0,274.2,-0.5000000000000004,0.8660254037844384,-0.8978045395707417,-0.44039415155763423
1055,23.7,7.0,15.35,0.0,247.2,-0.5000000000000004,0.8660254037844384,-0.9680771188662041,-0.2506525322587213
1056,26.0,6.8,16.4,0.0,269.1,-0.5000000000000004,0.8660254037844384,-0.9987165071710528,-0.05064916883871355
1057,22.5,6.8,14.65,0.0,266.1,-0.5000000000000004,0.8660254037844384,-0.9884683243281114,0.15142777750457667
1058,23.8,6.0,14.9,0.0,270.9,-0.5000000000000004,0.8660254037844384,-0.9377521321470804,0.3473052528448203
1059,26.2,6.3,16.25,0.0,270.2,-0.5000000000000004,0.8660254037844384,-0.8486442574947509,0.5289640103269624
1060,24.2,7.0,15.6,0.05,263.0,-0.5000000000000004,0.8660254037844384,-0.72479278722912,0.6889669190756865
1061,25.0,8.6,16.8,0.0,269.4,-0.5000000000000004,0.8660254037844384,-0.5712682150947924,0.8207634412072763
1062,26.0,8.0,17.0,0.0,258.3,-0.5000000000000004,0.8660254037844384,-0.3943558551133187,0.9189578116202306
1063,26.0,8.6,17.3,0.0,273.6,-0.5000000000000004,0.8660254037844384,-0.20129852008866114,0.9795299412524943
1064,25.4,8.0,16.7,0.0,244.2,-2.4492935982947064e-16,1.0,0.20129852008866006,0.9795299412524945
1065,26.8,8.3,17.55,0.0,230.8,-2.4492935982947064e-16,1.0,0.39435585511331855,0.9189578116202306
1066,25.5,7.5,16.5,0.0,225.2,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763
1067,25.4,7.0,16.2,0.0,233.4,-2.4492935982947064e-16,1.0,0.72479278722912,0.6889669190756866
1068,25.3,6.7,16.0,0.0,235.4,-2.4492935982947064e-16,1.0,0.8486442574947509,0.5289640103269624
1069,26.0,6.0,16.0,0.0,228.2,-2.4492935982947064e-16,1.0,0.9377521321470804,0.3473052528448203
1070,23.5,5.0,14.25,0.0,252.9,-2.4492935982947064e-16,1.0,0.9884683243281114,0.1514277775045767
1071,24.0,9.0,16.5,0.0,225.4,-2.4492935982947064e-16,1.0,0.9987165071710528,-0.05064916883871264
1072,23.5,5.0,14.25,0.0,214.8,-2.4492935982947064e-16,1.0,0.9680771188662043,-0.2506525322587204
1073,22.0,1.5,11.75,0.0,219.4,-2.4492935982947064e-16,1.0,0.8978045395707416,-0.4403941515576344
1074,23.6,1.0,12.3,0.0,216.6,-2.4492935982947064e-16,1.0,0.7907757369376989,-0.6121059825476626
1075,23.0,3.0,13.0,0.0,219.4,-2.4492935982947064e-16,1.0,0.6513724827222223,-0.758758122692791
1076,20.0,3.0,11.5,0.0,221.3,-2.4492935982947064e-16,1.0,0.48530196253108104,-0.8743466161445821
1077,18.0,2.8,10.4,0.0,243.0,-2.4492935982947064e-16,1.0,0.29936312297335804,-0.9541392564000488
1078,16.5,3.0,9.75,0.0,218.3,-2.4492935982947064e-16,1.0,0.10116832198743272,-0.994869323391895
1079,16.5,2.3,9.4,0.0,223.0,-2.4492935982947064e-16,1.0,-0.10116832198743204,-0.9948693233918952
1080,18.0,2.0,10.0,0.0,219.4,-2.4492935982947064e-16,1.0,-0.2993631229733582,-0.9541392564000488
1081,17.5,1.0,9.25,0.0,214.4,-2.4492935982947064e-16,1.0,-0.4853019625310808,-0.8743466161445822
1082,16.5,1.5,9.0,0.0,212.9,-2.4492935982947064e-16,1.0,-0.651372482722222,-0.7587581226927911
1083,18.2,1.5,9.85,0.0,216.0,-2.4492935982947064e-16,1.0,-0.7907757369376986,-0.6121059825476627
1084,16.0,2.3,9.15,0.0,246.1,-2.4492935982947064e-16,1.0,-0.8978045395707417,-0.44039415155763423
1085,14.0,4.5,9.25,0.0,223.2,-2.4492935982947064e-16,1.0,-0.9680771188662041,-0.2506525322587213
1086,17.0,4.3,10.65,0.0,224.4,-2.4492935982947064e-16,1.0,-0.9987165071710528,-0.05064916883871355
1087,16.5,3.0,9.75,0.0,225.0,-2.4492935982947064e-16,1.0,-0.9884683243281114,0.15142777750457667
1088,17.0,2.0,9.5,0.0,253.1,-2.4492935982947064e-16,1.0,-0.9377521321470804,0.3473052528448203
1089,24.4,3.8,14.1,0.0,235.9,-2.4492935982947064e-16,1.0,-0.8486442574947509,0.5289640103269624
1090,25.2,4.0,14.6,0.0,248.2,-2.4492935982947064e-16,1.0,-0.72479278722912,0.6889669190756865
1091,20.0,3.0,11.5,0.0,259.8,-2.4492935982947064e-16,1.0,-0.5712682150947924,0.8207634412072763
1092,20.0,1.5,10.75,0.0,227.8,-2.4492935982947064e-16,1.0,-0.3943558551133187,0.9189578116202306
1093,17.4,1.2,9.3,0.0,231.9,-2.4492935982947064e-16,1.0,-0.20129852008866114,0.9795299412524943
1094,21.5,3.0,12.25,0.0,220.8,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
1095,23.7,2.9,13.3,0.0,238.0,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945
1096,24.0,2.0,13.0,0.0,232.0,0.49999999999999994,0.8660254037844387,0.39435585511331855,0.9189578116202306
1097,19.0,2.5,10.75,0.0,233.5,0.49999999999999994,0.8660254037844387,0.5712682150947923,0.8207634412072763
1098,18.5,2.0,10.25,0.0,262.1,0.49999999999999994,0.8660254037844387,0.72479278722912,0.6889669190756866
1099,20.5,3.5,12.0,0.0,240.6,0.49999999999999994,0.8660254037844387,0.8486442574947509,0.5289640103269624
1100,23.5,3.5,13.5,0.0,242.8,0.49999999999999994,0.8660254037844387,0.9377521321470804,0.3473052528448203
1101,24.5,3.5,14.0,0.0,232.2,0.49999999999999994,0.8660254037844387,0.9884683243281114,0.1514277775045767
1102,18.0,4.0,11.0,0.0,241.6,0.49999999999999994,0.8660254037844387,0.9987165071710528,-0.05064916883871264
1103,21.0,3.0,12.0,0.0,249.0,0.49999999999999994,0.8660254037844387,0.9680771188662043,-0.2506525322587204
1104,23.2,1.5,12.35,0.0,235.7,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344
1105,22.5,3.3,12.9,0.0,268.8,0.49999999999999994,0.8660254037844387,0.7907757369376989,-0.6121059825476626
1106,17.0,4.0,10.5,0.0,238.5,0.49999999999999994,0.8660254037844387,0.6513724827222223,-0.758758122692791
1107,12.5,8.0,10.25,0.0,258.9,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821
1108,18.0,4.5,11.25,6.0,268.7,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488
1109,20.0,4.0,12.0,0.0,274.4,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895
1110,23.0,4.0,13.5,0.0,306.7,0.49999999999999994,0.8660254037844387,-0.10116832198743204,-0.9948693233918952
1111,23.0,3.5,13.25,0.0,340.2,0.49999999999999994,0.8660254037844387,-0.2993631229733582,-0.9541392564000488
1112,22.9,4.0,13.45,0.0,357.1,0.49999999999999994,0.8660254037844387,-0.4853019625310808,-0.8743466161445822
1113,22.0,3.6,12.8,0.0,296.7,0.49999999999999994,0.8660254037844387,-0.651372482722222,-0.7587581226927911
1114,18.0,4.2,11.1,0.0,314.5,0.49999999999999994,0.8660254037844387,-0.7907757369376986,-0.6121059825476627
1115,13.0,7.0,10.0,0.0,339.4,0.49999999999999994,0.8660254037844387,-0.8978045395707417,-0.44039415155763423
1116,12.5,8.5,10.5,27.3,369.4,0.49999999999999994,0.8660254037844387,-0.9680771188662041,-0.2506525322587213
1117,16.0,7.0,11.5,0.05,365.1,0.49999999999999994,0.8660254037844387,-0.9987165071710528,-0.05064916883871355
1118,18.0,7.0,12.5,0.0,322.3,0.49999999999999994,0.8660254037844387,-0.9884683243281114,0.15142777750457667
1119,19.4,6.0,12.7,0.05,322.8,0.49999999999999994,0.8660254037844387,-0.9377521321470804,0.3473052528448203
1120,16.5,7.0,11.75,0.05,325.1,0.49999999999999994,0.8660254037844387,-0.8486442574947509,0.5289640103269624
1121,16.0,5.5,10.75,0.4,339.0,0.49999999999999994,0.8660254037844387,-0.72479278722912,0.6889669190756865
1122,17.3,4.0,10.65,0.0,348.0,0.49999999999999994,0.8660254037844387,-0.5712682150947924,0.8207634412072763
1123,19.8,3.0,11.4,0.0,319.7,0.49999999999999994,0.8660254037844387,-0.3943558551133187,0.9189578116202306
1124,19.0,3.0,11.0,0.0,316.9,0.49999999999999994,0.8660254037844387,-0.20129852008866114,0.9795299412524943
1125,21.4,3.0,12.2,0.0,313.2,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
1126,17.5,8.5,13.0,0.05,357.1,0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
1127,17.7,8.0,12.85,1.0,330.1,0.8660254037844386,0.5000000000000001,0.39435585511331855,0.9189578116202306
1128,19.0,6.5,12.75,1.0,341.7,0.8660254037844386,0.5000000000000001,0.5712682150947923,0.8207634412072763
1129,20.6,6.5,13.55,0.0,333.8,0.8660254037844386,0.5000000000000001,0.72479278722912,0.6889669190756866
1130,23.3,6.5,14.9,0.0,364.4,0.8660254037844386,0.5000000000000001,0.8486442574947509,0.5289640103269624
1131,19.7,4.5,12.1,0.0,322.9,0.8660254037844386,0.5000000000000001,0.9377521321470804,0.3473052528448203
1132,14.0,5.0,9.5,0.0,311.5,0.8660254037844386,0.5000000000000001,0.9884683243281114,0.1514277775045767
1133,20.0,4.5,12.25,0.05,333.5,0.8660254037844386,0.5000000000000001,0.9987165071710528,-0.05064916883871264
1134,24.0,5.0,14.5,0.0,325.4,0.8660254037844386,0.5000000000000001,0.9680771188662043,-0.2506525322587204
1135,24.7,6.8,15.75,0.0,310.3,0.8660254037844386,0.5000000000000001,0.8978045395707416,-0.4403941515576344
1136,26.0,6.6,16.3,0.0,271.9,0.8660254037844386,0.5000000000000001,0.7907757369376989,-0.6121059825476626
1137,24.5,6.5,15.5,0.0,275.0,0.8660254037844386,0.5000000000000001,0.6513724827222223,-0.758758122692791
1138,26.0,8.0,17.0,0.0,253.2,0.8660254037844386,0.5000000000000001,0.48530196253108104,-0.8743466161445821
1139,28.5,9.4,18.95,0.0,260.5,0.8660254037844386,0.5000000000000001,0.29936312297335804,-0.9541392564000488
1140,24.0,9.3,16.65,0.0,313.8,0.8660254037844386,0.5000000000000001,0.10116832198743272,-0.994869323391895
1141,17.2,9.5,13.35,3.0,259.2,0.8660254037844386,0.5000000000000001,-0.10116832198743204,-0.9948693233918952
1142,22.0,9.3,15.65,4.0,248.2,0.8660254037844386,0.5000000000000001,-0.2993631229733582,-0.9541392564000488
1143,22.0,10.0,16.0,0.05,303.6,0.8660254037844386,0.5000000000000001,-0.4853019625310808,-0.8743466161445822
1144,14.2,12.0,13.1,11.5,310.3,0.8660254037844386,0.5000000000000001,-0.651372482722222,-0.7587581226927911
1145,21.5,12.0,16.75,4.0,324.0,0.8660254037844386,0.5000000000000001,-0.7907757369376986,-0.6121059825476627
1146,22.6,13.0,17.8,0.3,335.4,0.8660254037844386,0.5000000000000001,-0.8978045395707417,-0.44039415155763423
1147,27.0,13.5,20.25,0.0,361.6,0.8660254037844386,0.5000000000000001,-0.9680771188662041,-0.2506525322587213
1148,22.1,14.0,18.05,0.0,327.9,0.8660254037844386,0.5000000000000001,-0.9987165071710528,-0.05064916883871355
1149,21.3,15.5,18.4,5.0,352.8,0.8660254037844386,0.5000000000000001,-0.9884683243281114,0.15142777750457667
1150,15.4,16.0,15.7,28.3,1259.0,0.8660254037844386,0.5000000000000001,-0.9377521321470804,0.3473052528448203
1151,18.6,8.0,13.3,12.0,1700.0,0.8660254037844386,0.5000000000000001,-0.8486442574947509,0.5289640103269624
1152,21.0,8.0,14.5,0.0,867.1,0.8660254037844386,0.5000000000000001,-0.72479278722912,0.6889669190756865
1153,22.4,9.0,15.7,0.0,666.2,0.8660254037844386,0.5000000000000001,-0.5712682150947924,0.8207634412072763
1154,16.4,9.0,12.7,0.05,612.8,1.0,6.123233995736766e-17,0.20129852008866006,0.9795299412524945
1155,14.0,9.0,11.5,29.0,624.7,1.0,6.123233995736766e-17,0.39435585511331855,0.9189578116202306
1156,16.3,9.0,12.65,5.4,762.7,1.0,6.123233995736766e-17,0.5712682150947923,0.8207634412072763
1157,19.0,7.0,13.0,4.0,695.3,1.0,6.123233995736766e-17,0.72479278722912,0.6889669190756866
1158,13.0,8.3,10.65,6.4,591.6,1.0,6.123233995736766e-17,0.8486442574947509,0.5289640103269624
1159,20.6,6.5,13.55,7.1,586.5,1.0,6.123233995736766e-17,0.9377521321470804,0.3473052528448203
1160,13.6,12.0,12.8,0.05,585.2,1.0,6.123233995736766e-17,0.9884683243281114,0.1514277775045767
1161,11.1,6.5,8.8,47.0,807.7,1.0,6.123233995736766e-17,0.9987165071710528,-0.05064916883871264
1162,20.5,6.0,13.25,4.0,703.5,1.0,6.123233995736766e-17,0.9680771188662043,-0.2506525322587204
1163,22.7,6.0,14.35,0.0,589.7,1.0,6.123233995736766e-17,0.8978045395707416,-0.4403941515576344
1164,25.2,9.5,17.35,0.0,563.3,1.0,6.123233995736766e-17,0.7907757369376989,-0.6121059825476626
1165,28.3,9.5,18.9,0.0,552.7,1.0,6.123233995736766e-17,0.6513724827222223,-0.758758122692791
1166,27.4,9.5,18.45,0.0,556.3,1.0,6.123233995736766e-17,0.48530196253108104,-0.8743466161445821
1167,28.0,11.0,19.5,0.0,589.2,1.0,6.123233995736766e-17,0.29936312297335804,-0.9541392564000488
1168,20.0,15.8,17.9,0.0,625.6,1.0,6.123233995736766e-17,0.10116832198743272,-0.994869323391895
1169,15.8,13.5,14.65,7.4,640.5,1.0,6.123233995736766e-17,-0.10116832198743204,-0.9948693233918952
1170,24.2,13.0,18.6,2.0,673.1,1.0,6.123233995736766e-17,-0.2993631229733582,-0.9541392564000488
1171,26.4,11.0,18.7,0.0,702.2,1.0,6.123233995736766e-17,-0.4853019625310808,-0.8743466161445822
1172,28.0,11.0,19.5,0.0,663.1,1.0,6.123233995736766e-17,-0.651372482722222,-0.7587581226927911
1173,29.0,13.0,21.0,0.0,639.3,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627
1174,30.0,15.4,22.7,0.0,608.5,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423
1175,32.0,14.0,23.0,0.0,646.1,1.0,6.123233995736766e-17,-0.9680771188662041,-0.2506525322587213
1176,33.0,14.5,23.75,0.0,602.4,1.0,6.123233995736766e-17,-0.9987165071710528,-0.05064916883871355
1177,28.0,15.5,21.75,0.0,602.5,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667
1178,30.0,14.5,22.25,4.0,689.8,1.0,6.123233995736766e-17,-0.9377521321470804,0.3473052528448203
1179,32.0,16.0,24.0,0.0,769.1,1.0,6.123233995736766e-17,-0.8486442574947509,0.5289640103269624
1180,32.0,16.0,24.0,0.0,719.8,1.0,6.123233995736766e-17,-0.72479278722912,0.6889669190756865
1181,29.0,12.7,20.85,2.0,698.3,1.0,6.123233995736766e-17,-0.5712682150947924,0.8207634412072763
1182,24.5,16.0,20.25,2.0,701.1,1.0,6.123233995736766e-17,-0.3943558551133187,0.9189578116202306
1183,26.1,12.0,19.05,0.05,1436.0,1.0,6.123233995736766e-17,-0.20129852008866114,0.9795299412524943
1184,23.0,15.0,19.0,0.0,1144.0,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0
1185,17.0,15.8,16.4,14.2,1084.0,0.8660254037844387,-0.4999999999999998,0.20129852008866006,0.9795299412524945
1186,23.0,13.0,18.0,11.3,1733.0,0.8660254037844387,-0.4999999999999998,0.39435585511331855,0.9189578116202306
1187,24.8,14.5,19.65,14.0,1776.0,0.8660254037844387,-0.4999999999999998,0.5712682150947923,0.8207634412072763
1188,28.7,10.0,19.35,0.0,1579.0,0.8660254037844387,-0.4999999999999998,0.72479278722912,0.6889669190756866
1189,27.0,14.8,20.9,0.0,1309.0,0.8660254037844387,-0.4999999999999998,0.8486442574947509,0.5289640103269624
1190,26.0,16.7,21.35,0.0,1155.0,0.8660254037844387,-0.4999999999999998,0.9377521321470804,0.3473052528448203
1191,28.0,16.5,22.25,0.0,1046.0,0.8660254037844387,-0.4999999999999998,0.9884683243281114,0.1514277775045767
1192,27.4,14.0,20.7,0.0,1000.0,0.8660254037844387,-0.4999999999999998,0.9987165071710528,-0.05064916883871264
1193,31.4,14.0,22.7,0.0,918.2,0.8660254037844387,-0.4999999999999998,0.9680771188662043,-0.2506525322587204
1194,31.1,16.3,23.700000000000003,0.0,889.8,0.8660254037844387,-0.4999999999999998,0.8978045395707416,-0.4403941515576344
1195,32.0,18.2,25.1,0.0,907.0,0.8660254037844387,-0.4999999999999998,0.7907757369376989,-0.6121059825476626
1196,33.0,18.0,25.5,0.0,957.5,0.8660254037844387,-0.4999999999999998,0.6513724827222223,-0.758758122692791
1197,33.0,18.5,25.75,0.0,908.0,0.8660254037844387,-0.4999999999999998,0.48530196253108104,-0.8743466161445821
